Artist ID,Name,Nationality,Gender,Birth Year,Death Year
626,Bart Boumans,Dutch,Male,,
627,Christine Boumeester,Dutch,Female,1904,1971
628,Louis Bouquet,French,Male,1885,1952
629,Harry Bouras,American,Male,1931,1993
630,Émile-Antoine Bourdelle,French,Male,1861,1929
631,Jouineau Bourduge,French,,,
632,Louise Bourgeois,American,Female,1911,2010
633,Fergus Bourke,Irish,Male,1934,2004
634,Margaret Bourke-White,American,Female,1904,1971
635,Samuel Bourne,British,Male,1834,1912
636,J. Bouski,Polish,,,
637,Jean-Louis Boussingault,French,Male,1883,1943
638,Henri Boutet,French,Male,1851,1919
639,Boutrou,French,,,
640,Lynn Bowers,American,Male,1932,
641,Frank Bowling,Guyanese,Male,1936,
642,Stanley Boxer,American,Male,1926,2000
643,Fiske Boyd,American,Male,1895,1975
644,Fionnuala Boyd,British,Female,1944,
645,James Henderson Boyd,Canadian,Male,1928,2002
646,Mark Boyle,British,Male,1934,
647,James Boynton,American,Male,1928,2010
648,Paul Brach,American,Male,1924,2007
649,Angel Bracho,Mexican,Male,1911,2005
650,M. Leone Bracker,American,Male,1885,1937
651,Su Braden,British,Female,1940,
652,Martin Bradley,British,Male,,
653,Paul Bradley,American,Male,1960,
654,William Bradley,American,Male,1868,1962
655,Dove Bradshaw,American,Male,1949,
656,Mathew B. Brady (studio of),American,Male,1823,1896
657,Joe Brainard,American,Male,1942,1994
658,Emile Branchard,American,Male,1881,1938
659,Constantin Brancusi,French,Male,1876,1957
660,Hans Brand,German,Male,,
661,Bill Brandt,British,Male,1904,1983
662,Marianne Brandt,German,Female,1893,1983
663,Robert Brandwein,American,Male,1933,1972
664,Frank Brangwyn,British,Male,1867,1956
665,Georges Braque,French,Male,1882,1963
666,Brassaï (Gyula Halász),French,Male,1899,1984
667,John Randall Bratby,British,Male,1928,1992
668,Pieter Brattinga,Dutch,Male,1931,
669,Adolphe Braun,French,Male,1812,1877
670,Braun et Compagnie,French,Male,,
671,Victor Brauner,Romanian,Male,1903,1966
672,Troy Brauntuch,American,Male,1954,
673,Claudio Bravo,Chilean,Male,1936,2011
674,Stipe Brcic,Yugoslav,Male,1948,
675,George Brecht,American,Male,1926,2008
676,Charles H. Breed,American,Male,1876,1950
677,Robert Breer,American,Male,1926,2011
678,Carl-Arne Breger,Swedish,Male,1923,
679,KP Brehmer,German,Male,1938,1997
680,Raymond Breinin,American,Male,1910,2000
681,Joseph Breitenbach,American,Male,1896,1984
682,Bjorn G. Breitholtz,Swedish,Male,,
683,Uwe Bremer,German,Male,1940,
684,Miguel Bresciano,Uruguayan,Male,1937,1979
685,Rodolphe Bresdin,French,Male,1822,1885
686,André Breton,French,Male,1896,1966
687,Marcel Breuer,American,Male,1902,1981
688,William Brice,American,Male,1921,2008
689,Charles D. Briddell,American,Male,,
690,Marilyn Bridges,American,Female,1948,
691,Barry Bridgwood,American,Male,1957,
692,G. Stanislaus Brien,British,,,
693,Judson Briggs,American,Male,1906,
694,Anne W. Brigman,American,Female,1869,1950
695,Serge Brignoni,Swiss,Male,1903,2002
696,Denis Brihat,French,Male,1928,
697,Enrique Brinkmann,Spanish,Male,1938,
698,Horace Bristol,American,Male,1908,1997
699,L. N. Britton,American,,1858,1934
700,René Brô,French,Male,1930,1987
701,John Brockman,American,Male,1941,
702,Gottfried Brockmann,German,Male,1903,1983
703,Gandy Brodie,American,Male,1925,1975
704,Alexey Brodovitch,American,Male,1898,1971
705,Alexander Brodsky,Russian,Male,,
706,Jürgen Brodwolf,Swiss,Male,1932,
707,Stephen Brody,American,Male,1926,
708,Horace Brodzky,American,Male,1885,1969
709,Stig Brøgger,Danish,Male,1941,
710,Robert Broner,American,Male,1922,2010
711,Marcel Broodthaers,Belgian,Male,1924,1976
712,Alexander Brook,American,Male,1898,1980
713,John Brook,American,Male,1924,
714,James Brooks,American,Male,1906,1992
715,Milton Brooks,American,Male,1901,1956
716,Wendell Brooks,American,Male,1939,
717,Harry Brorby,American,Male,1927,2012
718,Joan Brossa,Spanish,Male,1919,1998
719,Gary Stephen Brotmeyer,American,Male,1946,
720,Arthur William Brown,American,Male,1881,1966
721,Gustav A. Brown,American,Male,1908,
722,James Brown,American,Male,1951,
723,Joan Brown,American,Female,1938,1990
724,Kathan Brown,American,Female,1935,
725,Margaret DeM Brown,American,Female,,
726,Ray Brown,American,Male,1933,
727,Roger Brown,American,Male,1941,1997
728,William Brown,American,Male,,
729,Byron Browne,American,Male,1907,1961
730,Colleen Browning,American,Female,1923,
731,Robert Brownjohn,American,Male,1925,1970
732,Kenneth Brozen,American,Male,1927,1989
733,Roser Llop Bru,Chilean,Female,1923,
734,Salvador Bru,Chilean,Male,1923,
735,Jon O. Brubaker,American,Male,1875,1953
736,Patrick Henry Bruce,American,Male,1881,1936
737,Anton Bruehl,American,Male,1900,1982
738,Francis Bruguière,American,Male,1879,1945
739,Paul Brühwiler,Swiss,Male,1939,
740,William Brui,Israeli,Male,1946,
741,Brumhoff,Nationality unknown,,,
742,Donald Brun,Swiss,Male,1909,1999
743,Peter Brüning,German,Male,1929,1970
744,Robert Brunner,American,Male,1958,
745,Albin Brunovsky,Slovak,Male,,
746,Norman Bruns,American,Male,1921,2005
747,Günter Brus,Austrian,Male,1938,
748,Grisha Bruskin,Russian,Male,1945,
749,Wim Brusse,Dutch,Male,1910,1978
750,William Bryant,American,Male,1946,
751,Camille Bryen,French,Female,1907,1976
752,Tadeusz Brzozowski,Polish,Male,1918,1987
753,Gernot Bubenik,German,Male,1942,
754,Boris Bućan,Croatian,Male,1947,
755,Erich Buchegger,Austrian,Male,1924,
756,Gustave Buchet,Swiss,Male,1888,1963
757,Carl Buchheister,German,Male,1890,1964
758,Erich Buchholz,German,Male,1891,1972
759,John Buck,American,Male,1946,
760,Peer Bücking,German,,1906,1940
761,John Buckland-Wright,British,Male,1897,1954
762,Peter H. Buckley,American,Male,1925,1991
763,Stephen Buckley,British,Male,,
764,David Budd,American,Male,1927,1991
765,Dan Budnik,American,Male,1933,
766,Budry,Greek,,,
767,Eugene Buechel,American,Male,1874,1954
768,Alice Standish Buell,American,Female,1892,1964
769,Bernard Buffet,French,Male,1928,1999
770,Fritz Bühler,Swiss,Male,1909,1963
771,Felix Buhot,French,Male,1847,1898
772,Adam Bujak,Polish,Male,1940,
773,John G. Bullock,American,Male,1854,1939
774,Wynn Bullock,American,Male,1902,1975
775,Torun Bülow-Hübe,Swedish,Female,1929,
776,Louis Bunce,American,Male,1907,1983
777,Willi Bunkowski,German,Male,1949,
778,Édouard-Wilfred Buquet,French,Male,1866,
779,Pierre Buraglio,French,Male,1939,
780,Pablo Burchard,Chilean,Male,1875,1964
781,Max Burchartz,German,Male,1887,1961
782,Charles Burchfield,American,Male,1893,1967
783,Chris Burden,American,Male,1946,2015
784,Daniel Buren,French,Male,1938,
785,Bill Burke,American,Male,1943,
786,Burkhard,Swiss,,,
787,Paul Burlin,American,Male,1886,1969
788,David Burliuk,Ukrainian,Male,1882,1967
789,Ian Burn,Australian,Male,1939,1993
790,Edward Burne-Jones,British,Male,1833,1898
791,Deirdre Burnett,British,Female,1939,
792,Joseph Burnett,American,Male,1923,
793,Marsha Burns,American,Female,1945,
794,Edward Burra,British,Male,1905,1976
795,Alberto Burri,Italian,Male,1915,1995
796,René Burri,Swiss,Male,1933,2014
797,Larry Burrows,British,Male,1926,1971
798,Richmond Burton,American,Male,1960,
799,Scott Burton,American,Male,1939,1989
800,Pol Bury,Belgian,Male,1922,2005
801,Andrew Foster Bush,American,Male,1956,
802,Jack Bush,Canadian,Male,1909,1977
803,Wolf von dem Bussche,American,Male,1934,2014
804,Solomon D. Butcher,American,Male,1856,1927
805,Frances Butler,American,Female,1940,
806,Horacio A. Butler,Argentine,Male,1897,1983
807,Reg Butler,British,Male,1913,1983
808,Elizabeth Butterworth,British,Female,1949,
809,James Lee Byars,American,Male,1932,1997
810,Michael Byron,American,Male,1954,
811,C.N. and Company,British,,,
812,Roland Cabot,Brazilian,Male,,
813,Luigi Caccia Dominioni,Italian,Male,1913,
814,Cadavre Exquis,French,,,
815,John Cadenhead,American,Male,1937,
816,Paul Cadmus,American,Male,1904,1999
817,Poul Cadovius,Danish,Male,1911,
818,Deborah Fleming Caffery,American,Female,1948,
819,John Cage,American,Male,1912,1992
820,Corrado Cagli,American,Male,1910,1976
821,Miriam Cahn,Swiss,Female,1949,
822,Marcelle Cahn,French,Female,1895,1981
823,Fred Cain,American,Male,1938,
824,José Milner Cajahuaringa,Peruvian,Male,1932,
825,Charles Cajori,American,Male,1921,
826,Letterio Calapai,American,Male,1902,1993
827,Nicolas Calas,American,Male,1907,
828,Lawrence Calcagno,American,Male,1916,1993
829,Alexander Calder,American,Male,1898,1976
830,Dale R. Caldwell,American,Male,1929,
831,Harry Callahan,American,Male,1912,1999
832,Kenneth Callahan,American,Male,1905,1986
833,Mary Callery,American,Female,1903,1977
834,Edwin Calligan,British,Male,,
835,Jo Ann Callis,American,Female,1940,
836,"P. E. Camerer, St. Paul, MN",American,,,
837,Julia Margaret Cameron,British,Female,1815,1879
838,Julio Camino Sanchez,Peruvian,Male,1919,2007
839,Luis Camnitzer,Uruguayan,Male,1937,
840,Charles Camoin,French,Male,1879,1965
841,Nickie Campbell,American,,1962,
842,Jewett Campbell,American,Male,1912,1999
843,Steven Campbell,British,Male,1954,
844,Heinrich Campendonk,German,Male,1889,1957
845,Antonia Campi,Italian,Female,1921,
846,Massimo Campigli,Italian,Male,1895,1971
847,Peter Campus,American,Male,1937,
848,Vincent Canadé,American,Male,1879,1961
849,Cañavate,Spanish,Male,1902,1987
850,John Candelario,American,Male,1916,
851,Louis Cane,French,Male,1943,
852,Giacomo Caneva,Italian,Male,1810,1890
853,Johannes Canis,German,Male,1895,1977
854,Rafael Canogar,Spanish,Male,1935,
855,Domenico Cantatore,Italian,Male,1906,1998
856,Federico Cantú,Mexican,Male,,
857,Cornell Capa,American,Male,1918,2008
858,Robert Capa,American,Male,1913,1954
859,Bruno Capacci,Italian,Male,1906,
860,Josef Capek,Czech,Male,1887,1945
861,Alfred Capel-Cure,British,Male,1826,1896
862,Giuseppe Capogrossi,Italian,Male,1900,1972
863,Paul Caponigro,American,Male,1932,
864,Leonetto Cappiello,French,Male,1875,1942
865,Luis B. Caputo Demarco,Argentine,Male,1899,1994
866,Aida Carballo,Argentine,Female,,
867,Miguel-Ángel Cárdenas,Dutch,Male,1934,2015
868,Augustin Càrdenas,Cuban,Male,1927,2001
869,Santiago Cárdenas,Colombian,Male,1937,
870,Emil Cardinaux,Swiss,Male,1877,1936
871,José Bernardo Cardoso Jr.,Brazilian,Male,1861,1947
872,Etienne Carjat,French,Male,1829,1906
873,Arthur B. Carles,American,Male,1882,1952
874,C. Carleton,American,,,
875,Marie Carlier,French,Female,1920,1986
876,Charles W. Carlson,American,Male,,
877,Richard Carlson,Australian,Male,1941,
878,Jean Carlu,French,Male,1900,1997
879,Natacha Carlu,Nationality unknown,Female,,
880,Eugenio Carmi,Italian,Male,1920,
881,John William Carnell,American,Male,1952,
882,Anthony Caro,British,Male,1924,2013
883,Carol,Cuban,,,
884,Paolo Carosone,Italian,Male,,
885,Carpenter,British,,,
886,William L. Carqueville,American,Male,1871,1946
887,Carlo Carrà,Italian,Male,1881,1966
888,Mario Carreño,Chilean,Male,1913,1999
889,Clara Carrié,Argentine,Female,,
890,Eugène Carrière,French,Male,1849,1906
891,Mario Carrieri,Italian,Male,1932,
892,Leonora Carrington,British,Female,1917,2011
893,John Carroll,American,Male,1892,1959
894,Patricia Jon Carroll,American,Female,1942,
895,Clarence H. Carter,American,Male,1904,2000
896,Paul Carter,American,Male,1903,1938
897,Henri Cartier-Bresson,French,Male,1908,2004
